Ride_ID,Customer_ID,Driver_ID,City,Cab_Type,Booking_Time,Trip_Status,Cancellation_Reason,Driver_Rating,Customer_Rating,Distance_km,Fare_Amount,,,
RIDE1203,CUST414,DR20,Bangalore,Sedan,2023-03-02 03:00:00,Completed,No Show,2.9,4.9,17.27,712.78,,,
RIDE1204,CUST641,DR86,Mumbai,SUV,2023-03-02 05:00:00,Completed,None,4.3,2.1,15.51,566.05,,,
RIDE1205,CUST989,DR13,Delhi,SUV,2023-01-05 07:00:00,Completed,No Show,3.1,2.6,24.58,470.71,,,
RIDE1206,CUST395,DR51,Bangalore,SUV,2023-01-11 13:00:00,Cancelled by Customer,None,3.3,2.1,8.09,313.03,,,
RIDE1207,CUST634,DR56,Hyderabad,Mini,2023-03-04 08:00:00,Completed,None,3.3,3.2,11.18,689.5,,,
RIDE1208,CUST504,DR37,Delhi,Sedan,2023-01-05 02:00:00,Completed,App Issue,2.6,2.2,6.07,707.64,,,
RIDE1209,CUST345,DR16,Hyderabad,Sedan,2023-03-20 12:00:00,Completed,App Issue,3.5,3.1,6.61,341.73,,,
RIDE1210,CUST632,DR96,Bangalore,SUV,2023-03-21 23:00:00,Completed,No Show,3.1,2.3,5.76,715.77,,,
RIDE1211,CUST138,DR85,Mumbai,Mini,2023-02-06 13:00:00,Cancelled by Customer,None,3.7,2.8,6.43,787.4,,,
RIDE1212,CUST258,DR87,Delhi,Mini,2023-01-15 01:00:00,Completed,None,3.2,3.3,22.25,721.75,,,
RIDE1213,CUST740,DR94,Mumbai,Sedan,2023-02-09 20:00:00,Completed,Driver Late,4.3,4.7,7,475.28,,,
RIDE1214,CUST865,DR37,Hyderabad,Mini,2023-03-13 00:00:00,Completed,Driver Late,2.9,2.7,6.45,584.01,,,
RIDE1215,CUST809,DR41,Chennai,SUV,2023-01-07 16:00:00,Completed,Change of Plans,3.6,2.5,2.4,187.71,,,
RIDE1216,CUST262,DR36,Delhi,Mini,2023-03-08 19:00:00,Completed,None,3.5,4.1,4.57,233.95,,,
RIDE1217,CUST452,DR66,Chennai,SUV,2023-01-17 13:00:00,Completed,None,4.1,3.5,23.88,202.46,,,
RIDE1218,CUST732,DR87,Bangalore,SUV,2023-02-24 04:00:00,Completed,App Issue,2.7,3.4,11.88,691.4,,,
RIDE1219,CUST476,DR27,Mumbai,Sedan,2023-02-03 23:00:00,Completed,No Show,3.2,3.2,19.03,433.21,,,
RIDE1220,CUST226,DR76,Bangalore,Mini,2023-03-05 15:00:00,Cancelled by Driver,None,4.5,2.4,12.19,738.65,,,
RIDE1221,CUST927,DR84,Delhi,Sedan,2023-03-21 23:00:00,Cancelled by Customer,None,4.3,3,1.38,293.7,,,
RIDE1222,CUST667,DR47,Hyderabad,Sedan,2023-02-28 23:00:00,Completed,Change of Plans,2.7,5,22.84,625.67,,,
RIDE1223,CUST854,DR17,Delhi,SUV,2023-02-18 06:00:00,Completed,No Show,3.1,2.7,10.43,62.39,,,
RIDE1224,CUST182,DR84,Bangalore,SUV,2023-02-20 18:00:00,Completed,Driver Late,4.6,3.5,16.63,347.78,,,
RIDE1225,CUST563,DR20,Delhi,SUV,2023-01-17 16:00:00,Completed,Driver Late,3.9,3.6,4.12,640.19,,,
RIDE1226,CUST942,DR39,Mumbai,Mini,2023-01-27 15:00:00,Completed,Driver Late,3.9,2.4,1.25,216.52,,,
RIDE1227,CUST144,DR61,Chennai,Sedan,2023-01-20 03:00:00,Completed,No Show,4.7,3.4,20.09,118.1,,,
RIDE1228,CUST180,DR92,Delhi,SUV,2023-02-09 18:00:00,Cancelled by Customer,None,2.5,4.5,20.12,338.56,,,
RIDE1229,CUST195,DR27,Delhi,SUV,2023-01-20 13:00:00,Cancelled by Driver,Driver Late,3.5,4.9,8.76,283.82,,,
RIDE1230,CUST207,DR70,Mumbai,Mini,2023-02-13 13:00:00,Completed,No Show,4,4.3,6.73,786.27,,,
RIDE1231,CUST528,DR48,Mumbai,SUV,2023-03-12 13:00:00,Completed,App Issue,4,4.8,5.37,170.79,,,
RIDE1232,CUST686,DR98,Hyderabad,SUV,2023-03-28 21:00:00,Completed,None,2.8,3.3,9.65,153.05,,,
RIDE1233,CUST933,DR66,Chennai,Mini,2023-01-24 10:00:00,Completed,None,4.2,4.3,22.66,172.69,,,
RIDE1234,CUST171,DR55,Mumbai,Sedan,2023-03-16 23:00:00,Completed,No Show,2.6,2.2,19.28,424.24,,,
RIDE1235,CUST481,DR14,Bangalore,Sedan,2023-03-28 10:00:00,Completed,None,3.3,3.8,5.71,653.52,,,
RIDE1236,CUST216,DR75,Hyderabad,Mini,2023-01-10 09:00:00,Cancelled by Customer,None,3.5,4.1,8.36,314.35,,,
RIDE1237,CUST225,DR34,Hyderabad,Sedan,2023-02-03 05:00:00,Cancelled by Driver,Traffic Delay,3.8,3,15.56,647.39,,,
RIDE1238,CUST785,DR79,Bangalore,Mini,2023-02-09 23:00:00,Completed,None,4.6,3.5,3.85,68,,,
RIDE1239,CUST872,DR81,Bangalore,Sedan,2023-03-04 16:00:00,Completed,Driver Late,3.8,3,20.13,73.04,,,
RIDE1240,CUST129,DR85,Bangalore,SUV,2023-01-19 20:00:00,Completed,App Issue,3.9,3.2,16.61,614.96,,,
RIDE1241,CUST888,DR16,Chennai,Mini,2023-02-03 23:00:00,Cancelled by Driver,None,3.2,4.4,9.76,305.38,,,
RIDE1242,CUST324,DR22,Bangalore,SUV,2023-01-28 10:00:00,Cancelled by Customer,App Issue,4.1,3.4,6.75,732.2,,,
RIDE1243,CUST221,DR15,Bangalore,SUV,2023-01-23 18:00:00,Cancelled by Customer,No Show,2.6,2.3,4.97,795.56,,,
RIDE1244,CUST623,DR48,Bangalore,Sedan,2023-02-20 15:00:00,Completed,None,4.8,4.8,17.18,195.66,,,
RIDE1245,CUST339,DR94,Bangalore,Mini,2023-01-01 16:00:00,Completed,None,3.4,4.5,16.23,692.37,,,
RIDE1246,CUST625,DR75,Mumbai,Sedan,2023-02-21 19:00:00,Completed,Traffic Delay,3.4,4.4,13.21,212.48,,,
RIDE1247,CUST307,DR94,Hyderabad,Mini,2023-02-14 13:00:00,Completed,None,3.8,3.1,8.5,64.13,,,
RIDE1248,CUST300,DR24,Delhi,Mini,2023-03-15 16:00:00,Completed,Driver Late,4.5,4.4,24.58,711.39,,,
RIDE1249,CUST432,DR34,Mumbai,Sedan,2023-02-14 04:00:00,Cancelled by Customer,None,3.8,3.4,11.09,384.31,,,
RIDE1250,CUST604,DR23,Bangalore,Mini,2023-01-13 13:00:00,Completed,None,4.1,2.5,18.98,612.67,,,
RIDE1251,CUST936,DR22,Bangalore,Sedan,2023-01-08 12:00:00,Cancelled by Customer,Traffic Delay,4.1,2.9,6.71,575.35,,,
RIDE1252,CUST777,DR61,Delhi,SUV,2023-01-26 06:00:00,Completed,None,3.5,2.7,10.61,458.9,,,
RIDE1253,CUST649,DR83,Chennai,Mini,2023-01-30 03:00:00,Cancelled by Customer,None,2.5,3.1,9.44,734.32,,,
RIDE1254,CUST287,DR45,Bangalore,Mini,2023-02-11 08:00:00,Completed,No Show,4.3,2.6,9.06,234.9,,,
RIDE1255,CUST389,DR37,Hyderabad,SUV,2023-02-17 11:00:00,Completed,No Show,3,3.3,2.37,461.75,,,
RIDE1256,CUST869,DR87,Mumbai,Mini,2023-01-08 22:00:00,Completed,App Issue,4.7,3.1,6.03,721.59,,,
RIDE1257,CUST409,DR21,Mumbai,Sedan,2023-02-10 20:00:00,Cancelled by Customer,App Issue,4.4,4.2,6.61,200.7,,,
RIDE1258,CUST762,DR56,Chennai,Mini,2023-03-25 14:00:00,Cancelled by Customer,No Show,3,4.1,21.73,478.78,,,
RIDE1259,CUST203,DR57,Mumbai,SUV,2023-02-19 08:00:00,Completed,No Show,2.6,4,14.49,644.94,,,
RIDE1260,CUST432,DR32,Hyderabad,Sedan,2023-01-06 07:00:00,Completed,None,2.8,2.1,2.67,592.55,,,
RIDE1261,CUST582,DR61,Hyderabad,Sedan,2023-03-28 01:00:00,Completed,Change of Plans,3,2.5,10.08,723.11,,,
RIDE1262,CUST581,DR56,Hyderabad,Mini,2023-03-17 16:00:00,Cancelled by Customer,Change of Plans,4.6,4.3,7.92,340.53,,,
RIDE1263,CUST683,DR16,Delhi,Mini,2023-03-15 06:00:00,Cancelled by Customer,Driver Late,5,2.1,11.68,148.14,,,
RIDE1264,CUST516,DR59,Chennai,SUV,2023-01-24 17:00:00,Completed,None,4.7,3.2,3.61,261.26,,,
RIDE1265,CUST243,DR55,Mumbai,SUV,2023-02-26 02:00:00,Completed,None,3.6,4.9,22.31,272.98,,,
RIDE1266,CUST566,DR52,Hyderabad,Sedan,2023-03-20 23:00:00,Completed,None,2.6,4.8,19.17,51.15,,,
RIDE1267,CUST637,DR48,Hyderabad,Mini,2023-01-27 01:00:00,Cancelled by Customer,None,3.7,3.1,4.08,351.63,,,
RIDE1268,CUST537,DR49,Mumbai,Mini,2023-03-12 06:00:00,Cancelled by Customer,None,3.8,2.9,16.6,252.73,,,
RIDE1269,CUST703,DR47,Bangalore,Sedan,2023-01-07 10:00:00,Completed,No Show,4.1,3.6,6.84,319.54,,,
RIDE1270,CUST227,DR37,Bangalore,SUV,2023-02-28 17:00:00,Completed,None,3.9,2.3,9.27,517.08,,,
RIDE1271,CUST218,DR25,Delhi,SUV,2023-02-02 16:00:00,Cancelled by Driver,None,4.4,3.1,7.54,78.96,,,
RIDE1272,CUST764,DR73,Delhi,SUV,2023-01-11 05:00:00,Completed,None,4.6,5,3.45,117.95,,,
RIDE1273,CUST406,DR90,Hyderabad,Mini,2023-03-04 12:00:00,Cancelled by Customer,Change of Plans,3.4,2.2,4.02,90.81,,,
RIDE1274,CUST630,DR73,Chennai,Mini,2023-03-13 01:00:00,Cancelled by Customer,App Issue,4.5,2.9,24.23,222.07,,,
RIDE1275,CUST936,DR75,Delhi,Mini,2023-01-23 09:00:00,Completed,No Show,4.6,4.8,10.97,751.81,,,
RIDE1276,CUST454,DR23,Chennai,Mini,2023-03-20 18:00:00,Completed,Traffic Delay,4.5,4.9,10.47,651.56,,,
RIDE1277,CUST229,DR88,Chennai,Mini,2023-03-18 17:00:00,Completed,None,3.3,4.9,4.94,226.98,,,
RIDE1278,CUST486,DR86,Chennai,Sedan,2023-02-08 08:00:00,Completed,None,4,2.7,23.97,430.81,,,
RIDE1279,CUST165,DR28,Mumbai,Mini,2023-01-22 20:00:00,Completed,None,4.7,3.8,6.31,463.09,,,
RIDE1280,CUST208,DR15,Delhi,SUV,2023-03-05 17:00:00,Completed,None,3.1,3.3,2.37,187.78,,,
RIDE1281,CUST713,DR94,Mumbai,SUV,2023-01-02 11:00:00,Completed,No Show,4.5,3.9,24.7,654.36,,,
RIDE1282,CUST955,DR68,Hyderabad,Sedan,2023-01-29 12:00:00,Cancelled by Customer,No Show,4.3,2.7,14.34,754.46,,,
RIDE1283,CUST422,DR81,Mumbai,Mini,2023-01-01 19:00:00,Completed,None,2.6,3.6,12.9,219.46,,,
RIDE1284,CUST821,DR34,Hyderabad,Mini,2023-01-17 15:00:00,Completed,Change of Plans,4.4,3.4,16.24,416.06,,,
RIDE1285,CUST835,DR32,Delhi,SUV,2023-02-10 11:00:00,Completed,No Show,3.3,4,12.33,96.57,,,
RIDE1286,CUST669,DR49,Hyderabad,SUV,2023-03-21 10:00:00,Completed,None,2.8,2.6,12.77,498.04,,,
RIDE1287,CUST972,DR46,Delhi,Sedan,2023-02-18 14:00:00,Completed,None,2.7,3.4,1.84,542.2,,,
RIDE1288,CUST607,DR20,Chennai,SUV,2023-02-16 11:00:00,Completed,Driver Late,4.4,2.8,18.38,281.62,,,
RIDE1289,CUST646,DR65,Mumbai,Sedan,2023-02-04 17:00:00,Cancelled by Customer,None,3.3,2.2,5.31,682.55,,,
RIDE1290,CUST986,DR83,Chennai,Sedan,2023-03-17 23:00:00,Completed,None,3.4,2.4,5.87,427.57,,,
RIDE1291,CUST943,DR40,Chennai,Sedan,2023-03-24 14:00:00,Completed,None,3.6,5,15.92,647.54,,,
RIDE1292,CUST407,DR45,Bangalore,Sedan,2023-02-05 13:00:00,Completed,Change of Plans,4.7,3.2,1.19,494.43,,,
RIDE1293,CUST625,DR18,Delhi,Sedan,2023-01-03 02:00:00,Cancelled by Driver,Change of Plans,4.5,3.8,5.18,170.96,,,
RIDE1294,CUST287,DR62,Bangalore,Sedan,2023-01-24 22:00:00,Completed,No Show,4.9,4.4,21.33,424.49,,,
RIDE1295,CUST360,DR69,Hyderabad,Sedan,2023-02-17 20:00:00,Completed,Driver Late,2.6,4.5,21.7,650.43,,,
RIDE1296,CUST196,DR49,Hyderabad,Mini,2023-03-13 11:00:00,Completed,Driver Late,3.1,4.4,1.69,652.53,,,
RIDE1297,CUST881,DR47,Delhi,SUV,2023-01-29 09:00:00,Completed,None,4.6,5,19.05,487.28,,,
RIDE1298,CUST106,DR91,Hyderabad,Mini,2023-02-04 21:00:00,Cancelled by Customer,App Issue,4.5,3.8,1.49,347.41,,,
RIDE1299,CUST814,DR11,Delhi,Sedan,2023-02-14 21:00:00,Completed,None,4.8,2.5,5.85,186.53,,,
RIDE1300,CUST138,DR84,Bangalore,SUV,2023-03-08 11:00:00,Completed,Traffic Delay,4.3,3.1,3.42,753.16,,,
RIDE1301,CUST707,DR33,Hyderabad,Sedan,2023-01-01 04:00:00,Completed,None,3.4,3.5,1.5,228.88,,,
RIDE1302,CUST273,DR36,Mumbai,Sedan,2023-02-16 22:00:00,Cancelled by Customer,App Issue,3.5,3.6,6.34,118.57,,,
RIDE1303,CUST108,DR31,Hyderabad,SUV,2023-02-20 19:00:00,Cancelled by Customer,No Show,3.2,4.2,24.45,501,,,
RIDE1304,CUST779,DR58,Mumbai,SUV,2023-02-02 05:00:00,Cancelled by Customer,Driver Late,4.8,3.2,12.69,252.38,,,
RIDE1305,CUST326,DR17,Bangalore,Sedan,2023-02-06 12:00:00,Completed,Change of Plans,3.4,3.2,6.98,471.17,,,
RIDE1306,CUST898,DR81,Mumbai,Sedan,2023-02-11 07:00:00,Completed,None,4.8,3.2,11.4,124.35,,,
RIDE1307,CUST644,DR78,Chennai,Mini,2023-01-02 22:00:00,Completed,App Issue,3.6,4.8,18.92,670.4,,,
RIDE1308,CUST448,DR18,Mumbai,Mini,2023-01-12 04:00:00,Completed,None,3.3,4.5,19.48,519.83,,,
RIDE1309,CUST213,DR92,Hyderabad,Sedan,2023-01-16 09:00:00,Completed,App Issue,4.7,2,7.44,477.37,,,
RIDE1310,CUST160,DR74,Chennai,Mini,2023-01-27 11:00:00,Cancelled by Customer,Change of Plans,3.8,2.8,1.12,254.02,,,
RIDE1311,CUST458,DR54,Bangalore,SUV,2023-02-17 01:00:00,Completed,Driver Late,2.8,4.7,18.34,355.39,,,
RIDE1312,CUST265,DR36,Hyderabad,Mini,2023-03-12 13:00:00,Completed,Change of Plans,3.1,2.9,8.65,494.61,,,
RIDE1313,CUST625,DR99,Bangalore,SUV,2023-03-12 02:00:00,Completed,No Show,4.6,2.4,4.53,759.67,,,
RIDE1314,CUST540,DR79,Chennai,Mini,2023-01-28 08:00:00,Cancelled by Customer,None,3.7,3.1,5.44,295.88,,,
RIDE1315,CUST595,DR15,Hyderabad,Sedan,2023-01-05 23:00:00,Completed,None,4.9,2.3,9.82,660.19,,,
RIDE1316,CUST787,DR33,Mumbai,SUV,2023-02-04 14:00:00,Completed,None,3,3.7,9.46,69.6,,,
RIDE1317,CUST149,DR99,Hyderabad,Mini,2023-03-17 10:00:00,Cancelled by Customer,Traffic Delay,2.5,3.5,22.7,257.61,,,
RIDE1318,CUST190,DR41,Delhi,Sedan,2023-02-15 01:00:00,Completed,Driver Late,4,4.9,8.66,347.31,,,
RIDE1319,CUST268,DR72,Hyderabad,SUV,2023-03-24 06:00:00,Cancelled by Customer,None,3,3.8,4.72,540.96,,,
RIDE1320,CUST463,DR63,Delhi,SUV,2023-02-27 01:00:00,Cancelled by Customer,App Issue,4.1,3,20.15,89.34,,,
RIDE1321,CUST273,DR67,Chennai,Sedan,2023-01-31 20:00:00,Cancelled by Customer,Change of Plans,3.4,4.8,4.08,743.97,,,
RIDE1322,CUST100,DR77,Chennai,SUV,2023-01-05 20:00:00,Completed,None,3.4,4.1,8.35,377.38,,,
RIDE1323,CUST903,DR84,Chennai,SUV,2023-03-19 05:00:00,Cancelled by Driver,None,2.5,3.5,10.71,245,,,
RIDE1324,CUST202,DR90,Bangalore,SUV,2023-02-17 22:00:00,Completed,None,2.7,2.7,24.01,510.51,,,
RIDE1325,CUST639,DR79,Delhi,Sedan,2023-03-22 11:00:00,Cancelled by Driver,None,4.4,3.6,23.56,66.7,,,
RIDE1326,CUST344,DR56,Chennai,Mini,2023-02-12 04:00:00,Cancelled by Customer,None,4.9,2.1,6.46,350.57,,,
RIDE1327,CUST610,DR44,Delhi,Sedan,2023-03-11 08:00:00,Completed,None,3.6,3.7,1.44,249.83,,,
RIDE1328,CUST288,DR73,Hyderabad,Sedan,2023-02-15 01:00:00,Completed,None,2.7,4,9.34,422.19,,,
RIDE1329,CUST411,DR53,Hyderabad,Sedan,2023-01-27 09:00:00,Completed,No Show,3.6,4,8.56,674.21,,,
RIDE1330,CUST986,DR42,Mumbai,Mini,2023-01-22 08:00:00,Completed,App Issue,2.9,3.1,22.79,712.66,,,
RIDE1331,CUST486,DR12,Chennai,Sedan,2023-02-16 15:00:00,Cancelled by Customer,No Show,3.2,2.7,3.92,680.58,,,
RIDE1332,CUST444,DR54,Bangalore,Mini,2023-02-17 13:00:00,Completed,Traffic Delay,4.5,2.7,20.72,442.25,,,
RIDE1333,CUST315,DR57,Chennai,Mini,2023-01-24 07:00:00,Completed,App Issue,3.9,4,24.11,741.24,,,
RIDE1334,CUST409,DR91,Chennai,Sedan,2023-01-21 07:00:00,Completed,None,4.9,2.1,10.02,782.14,,,
RIDE1335,CUST849,DR86,Delhi,Mini,2023-02-07 08:00:00,Completed,Traffic Delay,2.9,4.3,12.16,227.06,,,
RIDE1336,CUST446,DR47,Hyderabad,SUV,2023-02-20 12:00:00,Completed,App Issue,3.9,2.3,3.49,223.57,,,
RIDE1337,CUST930,DR99,Mumbai,Sedan,2023-01-30 07:00:00,Completed,None,3.3,3.1,7.85,125.89,,,
RIDE1338,CUST320,DR24,Delhi,Sedan,2023-03-03 06:00:00,Completed,None,3.7,2.1,5.31,322.24,,,
RIDE1339,CUST419,DR75,Hyderabad,SUV,2023-01-25 04:00:00,Completed,None,2.9,3.1,19.06,327.5,,,
RIDE1340,CUST947,DR60,Bangalore,SUV,2023-01-07 09:00:00,Completed,None,3.7,4.6,19.41,283.99,,,
RIDE1341,CUST587,DR47,Mumbai,SUV,2023-03-11 23:00:00,Cancelled by Customer,No Show,4.4,2.3,17.77,435.94,,,
RIDE1342,CUST840,DR97,Hyderabad,Sedan,2023-02-11 12:00:00,Completed,Traffic Delay,4.7,3.7,20.21,513.26,,,
RIDE1343,CUST108,DR13,Chennai,Mini,2023-02-21 19:00:00,Completed,No Show,2.7,2.2,12.41,702.53,,,
RIDE1344,CUST140,DR78,Delhi,Sedan,2023-02-15 12:00:00,Completed,None,2.7,4.8,12.02,470.53,,,
RIDE1345,CUST931,DR81,Chennai,Mini,2023-02-12 00:00:00,Cancelled by Customer,App Issue,4.6,3.4,17.79,60.27,,,
RIDE1346,CUST516,DR70,Mumbai,SUV,2023-03-15 21:00:00,Cancelled by Driver,None,3.4,4.9,13.83,520.9,,,
RIDE1347,CUST349,DR75,Bangalore,Mini,2023-02-09 21:00:00,Cancelled by Driver,No Show,4.4,3.1,24.34,263.6,,,
RIDE1348,CUST950,DR87,Delhi,Sedan,2023-01-19 20:00:00,Cancelled by Customer,Change of Plans,3.1,2.1,1.85,619.92,,,
RIDE1349,CUST822,DR14,Hyderabad,Sedan,2023-02-21 03:00:00,Completed,None,4.8,3.9,18.44,453.47,,,
RIDE1350,CUST892,DR95,Chennai,SUV,2023-01-23 22:00:00,Completed,Traffic Delay,4.3,4.5,11.21,329.72,,,
RIDE1351,CUST666,DR24,Chennai,Mini,2023-03-10 03:00:00,Completed,Traffic Delay,4.5,3,11.66,726.85,,,
RIDE1352,CUST481,DR67,Mumbai,Sedan,2023-02-24 16:00:00,Completed,Change of Plans,2.6,4.3,15.25,616.13,,,
RIDE1353,CUST690,DR50,Bangalore,Mini,2023-03-15 05:00:00,Cancelled by Customer,App Issue,4.8,3.4,12.72,167.56,,,
RIDE1354,CUST415,DR59,Hyderabad,Sedan,2023-01-15 20:00:00,Cancelled by Customer,Change of Plans,2.8,4,1.42,273.28,,,
RIDE1355,CUST771,DR53,Delhi,Mini,2023-03-28 06:00:00,Cancelled by Customer,No Show,4.7,3,24.34,345.55,,,
RIDE1356,CUST255,DR84,Chennai,SUV,2023-03-16 09:00:00,Cancelled by Driver,Driver Late,2.6,3.5,24.71,361.26,,,
RIDE1357,CUST724,DR60,Bangalore,SUV,2023-03-16 05:00:00,Cancelled by Customer,None,4.9,3.7,14.1,714.29,,,
RIDE1358,CUST979,DR55,Hyderabad,SUV,2023-03-09 23:00:00,Completed,No Show,4.6,3.7,11.71,752.23,,,
RIDE1359,CUST559,DR73,Chennai,Sedan,2023-02-12 07:00:00,Cancelled by Customer,No Show,4.1,3.5,18.46,712.01,,,
RIDE1360,CUST478,DR39,Chennai,Sedan,2023-02-26 04:00:00,Completed,None,3.2,3.5,18.88,727.02,,,
RIDE1361,CUST401,DR48,Bangalore,SUV,2023-01-22 11:00:00,Cancelled by Customer,App Issue,4.7,3.2,4.84,314.56,,,
RIDE1362,CUST378,DR77,Delhi,Mini,2023-01-14 23:00:00,Completed,None,4.3,3.7,24.78,318.2,,,
RIDE1363,CUST811,DR11,Hyderabad,Sedan,2023-03-16 06:00:00,Completed,Driver Late,3.7,3.5,15.55,672.91,,,
RIDE1364,CUST928,DR32,Delhi,Sedan,2023-01-21 16:00:00,Completed,None,2.7,4.7,24.9,103.29,,,
RIDE1365,CUST828,DR33,Delhi,SUV,2023-02-07 07:00:00,Completed,No Show,4.1,2.1,2.25,256.5,,,
RIDE1366,CUST961,DR13,Hyderabad,Sedan,2023-02-05 11:00:00,Completed,Traffic Delay,4,2.8,17.93,153.27,,,
RIDE1367,CUST342,DR12,Hyderabad,Sedan,2023-03-12 07:00:00,Completed,No Show,4.5,3.5,11.28,426.42,,,
RIDE1368,CUST423,DR34,Chennai,SUV,2023-03-22 11:00:00,Completed,Traffic Delay,4.2,2.3,14.92,202.17,,,
RIDE1369,CUST256,DR96,Bangalore,Sedan,2023-03-07 08:00:00,Completed,Traffic Delay,3,3.6,6.95,172.2,,,
RIDE1370,CUST469,DR28,Hyderabad,Mini,2023-02-09 20:00:00,Completed,App Issue,4,3.6,14.46,152.35,,,
RIDE1371,CUST415,DR48,Hyderabad,Sedan,2023-03-10 04:00:00,Completed,App Issue,3.9,3.1,9,207.56,,,
RIDE1372,CUST451,DR92,Delhi,Mini,2023-02-23 19:00:00,Completed,Change of Plans,3.4,4.2,14.85,519.51,,,
RIDE1373,CUST683,DR96,Bangalore,SUV,2023-03-02 00:00:00,Completed,Traffic Delay,4.2,2,1.69,379.21,,,
RIDE1374,CUST267,DR22,Mumbai,Sedan,2023-02-19 15:00:00,Cancelled by Customer,Driver Late,2.7,2.8,13.78,377.75,,,
RIDE1375,CUST592,DR60,Delhi,Sedan,2023-02-14 10:00:00,Completed,Change of Plans,2.9,4.9,20.02,392.65,,,
RIDE1376,CUST368,DR57,Chennai,Mini,2023-01-12 20:00:00,Completed,None,3,4.7,10.25,327.14,,,
RIDE1377,CUST865,DR90,Bangalore,SUV,2023-01-01 11:00:00,Completed,None,4.4,3,10.47,619.59,,,
RIDE1378,CUST821,DR26,Bangalore,Sedan,2023-03-09 22:00:00,Completed,None,3.3,2.6,3.25,238.77,,,
RIDE1379,CUST939,DR90,Mumbai,Sedan,2023-02-01 09:00:00,Cancelled by Driver,None,3.9,3.9,19.46,576.36,,,
RIDE1380,CUST972,DR75,Delhi,Mini,2023-03-28 18:00:00,Completed,None,3.7,3,15.27,186.29,,,
RIDE1381,CUST491,DR52,Bangalore,Sedan,2023-01-04 17:00:00,Completed,Change of Plans,2.8,2.6,19.55,387,,,
RIDE1382,CUST382,DR86,Delhi,Mini,2023-02-02 07:00:00,Completed,Change of Plans,2.7,3.3,6.04,655.15,,,
RIDE1383,CUST550,DR53,Hyderabad,Mini,2023-03-09 17:00:00,Completed,Change of Plans,4.3,2.2,16.45,455.8,,,
RIDE1384,CUST597,DR87,Bangalore,Mini,2023-01-18 09:00:00,Completed,None,4.6,4.1,13.67,373.19,,,
RIDE1385,CUST861,DR64,Delhi,Sedan,2023-01-05 18:00:00,Cancelled by Driver,None,3.2,3.4,10.11,423.62,,,
RIDE1386,CUST967,DR56,Bangalore,Sedan,2023-01-26 16:00:00,Completed,App Issue,4.7,2.6,12.95,499.21,,,
RIDE1387,CUST626,DR33,Chennai,Mini,2023-02-04 09:00:00,Completed,Traffic Delay,2.6,3.4,3.8,291.1,,,
RIDE1388,CUST719,DR28,Bangalore,SUV,2023-03-10 17:00:00,Completed,No Show,3,2.1,24.66,60.55,,,
RIDE1389,CUST286,DR33,Bangalore,Mini,2023-03-05 04:00:00,Completed,Traffic Delay,3.7,2.5,12.78,263.95,,,
RIDE1390,CUST562,DR65,Delhi,SUV,2023-01-18 04:00:00,Completed,No Show,3.6,2.7,4.93,523.51,,,
RIDE1391,CUST618,DR20,Chennai,Mini,2023-01-31 08:00:00,Completed,Traffic Delay,4.2,2.8,17.61,582.27,,,
RIDE1392,CUST667,DR75,Mumbai,SUV,2023-01-29 03:00:00,Completed,App Issue,3.5,4.8,15.08,707.39,,,
RIDE1393,CUST354,DR23,Bangalore,SUV,2023-03-20 20:00:00,Completed,App Issue,2.5,2.3,3.7,569.56,,,
RIDE1394,CUST418,DR75,Bangalore,Mini,2023-02-16 18:00:00,Completed,None,3.6,3.1,23.46,581.28,,,
RIDE1395,CUST104,DR20,Hyderabad,Sedan,2023-03-07 11:00:00,Cancelled by Customer,Traffic Delay,4.5,3.3,8.43,675.27,,,
RIDE1396,CUST682,DR38,Bangalore,Mini,2023-02-10 17:00:00,Cancelled by Customer,None,3.5,2.6,9.98,711.98,,,
RIDE1397,CUST945,DR78,Delhi,Sedan,2023-02-12 00:00:00,Completed,None,3.9,3.6,15.82,199.99,,,
RIDE1398,CUST315,DR12,Chennai,Mini,2023-03-12 07:00:00,Completed,Change of Plans,3.5,2.1,1.29,600.9,,,
RIDE1399,CUST156,DR52,Chennai,SUV,2023-01-02 12:00:00,Cancelled by Driver,None,2.5,2.2,22.84,755.31,,,
RIDE1400,CUST640,DR86,Hyderabad,SUV,2023-03-06 12:00:00,Completed,Traffic Delay,2.9,4.7,3.05,704.45,,,
RIDE1401,CUST253,DR57,Bangalore,Sedan,2023-02-06 08:00:00,Cancelled by Customer,Traffic Delay,2.8,2.9,3.21,754.87,,,
RIDE1402,CUST329,DR57,Mumbai,Sedan,2023-03-17 21:00:00,Cancelled by Customer,App Issue,3.3,2.9,23.38,758.1,,,
RIDE1403,CUST356,DR51,Delhi,SUV,2023-02-24 00:00:00,Completed,None,2.7,4.1,12.29,522.43,,,
RIDE1404,CUST568,DR16,Hyderabad,SUV,2023-03-29 21:00:00,Completed,None,3.2,3.7,12.47,541.58,,,
RIDE1405,CUST145,DR45,Hyderabad,SUV,2023-01-25 19:00:00,Cancelled by Customer,Traffic Delay,4.7,3.1,13.94,477.46,,,
RIDE1406,CUST727,DR43,Delhi,SUV,2023-03-21 07:00:00,Cancelled by Customer,Driver Late,2.9,4.1,24.27,438.79,,,
RIDE1407,CUST884,DR21,Delhi,Mini,2023-01-31 08:00:00,Cancelled by Driver,None,3,5,3.63,679.59,,,
